uid,Date,TrainLoc,Protocol,TrainTeam,Rainfall,Temp,Paid,Team,Self,People,Assign,TranTrai,Coord,Upload,Time,Bulk,Complex,Task,WQO,WQC,WQM,created,Latest,ToNow,ActivePeriod,Years,TeamPoints,Blog,Comment,Invite,InviteAccepted,Pres,Quiz,Sample,Share,Points,BlogTime,CommTime,InvTime,InviteATime,PresTime,QuizTime,SampTime,ShareTime,PointsTime,BlogTimeZ,CommTimeZ,InvTimeZ,InviteATimeZ,PresTimeZ,QuizTimeZ,SampTimeZ,ShareTimeZ,PointsTimeZ,BlogTimeZZ
11456,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Kuala Lumpur,13,0,23.46032,1,1,1,1,1,1,0,1,11,7,10,7,4,4,4,15/04/2015,05/12/2015,766.00,234,0.64,0.07310705,0,0,0,0,0,1,1,0,24,0,0,0,0,0,0.0091,0.0091,0,0.2193,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.044,-0.0683
11457,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,10/05/2015,766.00,25,0.07,0.07310705,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0091,0,0,0.0091,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1348,-0.0683
11458,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Shanghai,13,0,23.46032,1,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,15/04/2015,05/05/2015,766.00,20,0.05,0.07310705,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0.0091,0,0,0.0822,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1032,-0.0683
11459,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,2,2,2,15/04/2015,28/06/2015,766.00,74,0.2,0.07310705,0,0,0,0,0,1,1,0,26,0,0,0,0,0,0.0091,0.0091,0,0.2376,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0361,-0.0683
11460,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,29/04/2015,766.00,14,0.04,0.07310705,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0.0091,0,0,0.0822,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1032,-0.0683
11461,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,26/04/2015,766.00,11,0.03,0.07310705,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0091,0,0,0.0731,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
11462,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,15/04/2015,766.00,0,0,0.07310705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11463,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,3,3,3,15/04/2015,08/09/2015,766.00,146,0.4,0.07310705,0,0,0,0,0,1,5,0,104,0,0,0,0,0,0.0091,0.0457,0,0.9504,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.3198,-0.0252,0.2718,-0.0683
11464,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,16/04/2015,766.00,1,0,0.07310705,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0091,0,0,0.0548,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
11465,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,2,2,2,15/04/2015,05/03/2016,766.00,325,0.89,0.07310705,0,0,0,0,0,1,13,0,271,0,0,0,0,0,0.0091,0.1188,0,2.4765,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.9952,-0.0252,0.931,-0.0683
11759,05/12/2015,Ho 2015 Hong Kong Short Duration H2O Team 17,Hong Kong,13,0,23.46032,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,23/04/2015,08/12/2015,758.00,229,0.63,0.07310705,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0092,0,0,0.0554,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
11976,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,3,3,3,07/05/2015,09/12/2015,744.00,216,0.59,0.08938172,0,0,0,0,0,1,2,0,50,0,0,0,0,0,0.0094,0.0188,0,0.4704,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.0587,-0.0683
11999,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,11/05/2015,744.00,4,0.01,0.08938172,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.0094,0,0,0.0188,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1308,-0.0683
12001,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,13/05/2015,744.00,6,0.02,0.08938172,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0.0094,0,0,0.1035,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0953,-0.0683
12002,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,15/05/2015,744.00,8,0.02,0.08938172,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0094,0,0,0.0941,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
12003,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,31/03/2016,744.00,329,0.9,0.08938172,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0.0188,0,0,0.1976,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0558,-0.0683
12004,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,07/05/2015,744.00,0,0,0.08938172,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0.0094,0,0,0.0847,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1032,-0.0683
12005,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,13/05/2015,744.00,6,0.02,0.08938172,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0094,0,0,0.0753,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
12006,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,05/01/2016,744.00,243,0.67,0.08938172,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0.0094,0,0,0.0659,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1111,-0.0683
12007,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,15/05/2015,744.00,8,0.02,0.08938172,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0094,0,0,0.0565,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
12008,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,11/05/2015,744.00,4,0.01,0.08938172,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0094,0,0,0.0565,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
12009,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,NA,NA,NA,07/05/2015,11/05/2015,744.00,4,0.01,0.08938172,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0094,0,0,0.0941,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
12040,05/12/2015,Lyandres 2015 Buffalo Short Duration CSL Training Team 1,Buffalo,12,0.01727,15.29938,1,1,0,1,1,0,0,0,4,2,2,5,1,1,1,08/05/2015,01/09/2015,743.00,116,0.32,0.08938172,0,0,0,0,0,1,1,0,25,0,0,0,0,0,0.0094,0.0094,0,0.2355,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.04,-0.0683
1115,5/14/2015,Smith 2013 Chicago Short Duration CSL Training Team 1,New York,29,0,23.23824,1,1,0,1,1,0,0,0,4,3,4,3,1,1,1,08/05/2013,16/05/2015,1473.00,738,2.02,0,0,0,0,0,0,1,1,0,31,0,0,0,0,0,0.0048,0.0048,0,0.1473,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0163,-0.0683
11446,5/14/2015,Smith 2013 Chicago Short Duration CSL Training Team 1,New York,29,0,23.23824,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,14/04/2015,18/05/2015,767.00,34,0.09,0,0,0,0,0,0,2,0,0,26,0,0,0,0,0,0.0183,0,0,0.2373,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0361,-0.0683
11980,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,07/05/2015,11/05/2015,744.00,4,0.01,0.244623656,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0.0094,0,0,0.0659,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1111,-0.0683
11981,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,3,3,3,07/05/2015,08/07/2015,744.00,62,0.17,0.244623656,0,0,0,0,0,1,1,0,29,0,0,0,0,0,0.0094,0.0094,0,0.2728,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0242,-0.0683
11982,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,07/05/2015,08/06/2015,744.00,32,0.09,0.244623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11983,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,3,3,3,07/05/2015,15/05/2015,744.00,8,0.02,0.244623656,0,0,0,0,0,1,1,0,29,0,0,0,0,0,0.0094,0.0094,0,0.2728,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0242,-0.0683
11985,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,3,3,3,07/05/2015,27/09/2016,744.00,509,1.39,0.244623656,0,1,0,0,0,2,5,0,129,0,0.0094,0,0,0,0.0188,0.047,0,1.2137,-0.0609,1.1322,-0.0496,-0.0357,-0.0603,1.6144,0.3198,-0.0252,0.3705,-0.0683
11987,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,1,1,1,07/05/2015,04/05/2016,744.00,363,0.99,0.244623656,0,0,0,0,0,1,6,0,130,0,0,0,0,0,0.0094,0.0565,0,1.2231,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.4042,-0.0252,0.3744,-0.0683
11988,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,07/05/2015,07/06/2015,744.00,31,0.08,0.244623656,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0094,0,0,0.0941,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
11990,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,07/05/2015,07/05/2015,744.00,0,0,0.244623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11991,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,07/05/2015,07/05/2015,744.00,0,0,0.244623656,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0.0094,0,0,0.047,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.119,-0.0683
11992,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,2,2,2,07/05/2015,21/05/2015,744.00,14,0.04,0.244623656,0,0,0,0,0,2,2,0,62,0,0,0,0,0,0.0188,0.0188,0,0.5833,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,0.0666,-0.0252,0.106,-0.0683
11993,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,1,1,1,07/05/2015,05/08/2015,744.00,90,0.25,0.244623656,0,0,0,0,0,1,1,0,26,0,0,0,0,0,0.0094,0.0094,0,0.2446,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0361,-0.0683
11996,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,1,1,1,07/05/2015,04/06/2015,744.00,28,0.08,0.244623656,0,0,0,0,0,1,4,0,88,0,0,0,0,0,0.0094,0.0376,0,0.828,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.2354,-0.0252,0.2086,-0.0683
12026,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/05/2015,11/05/2015,743.00,3,0.01,0.065948856,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0.0094,0,0,0.1131,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0913,-0.0683
12029,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/05/2015,18/05/2015,743.00,10,0.03,0.065948856,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0094,0,0,0.0565,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
12031,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/05/2015,11/05/2015,743.00,3,0.01,0.065948856,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0.0094,0,0,0.1036,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0953,-0.0683
12032,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/05/2015,25/08/2015,743.00,109,0.3,0.065948856,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0094,0,0,0.0754,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
12034,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,08/05/2015,11/06/2015,743.00,34,0.09,0.065948856,0,0,0,0,0,1,1,0,26,0,0,0,0,0,0.0094,0.0094,0,0.245,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0361,-0.0683
12035,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/05/2015,14/05/2015,743.00,6,0.02,0.065948856,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.0094,0,0,0.0377,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1229,-0.0683
12082,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,Leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,13/05/2015,13/05/2015,738.00,0,0,0.065948856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
12087,5/14/2015,McGillis 2015 NYC Short Duration CSL Training Team 2,New York,13,0,15.25975,1,1,0,1,1,0,0,0,4,3,4,3,NA,NA,NA,13/05/2015,13/05/2015,738.00,0,0,0.244623656,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.0095,0,0,0.019,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1308,-0.0683
12133,5/14/2015,[Unspecified Lead ES] 2015 Swansea Short Duration CSL Training Team 1,Leeds,8,0.02403,11.43381,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,18/05/2015,25/06/2015,733.00,38,0.1,0.065948856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
12072,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,13/05/2015,16/07/2015,738.00,64,0.18,0.38147139,0,0,0,0,0,1,1,0,23,0,0,0,0,0,0.0095,0.0095,0,0.2182,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0479,-0.0683
12074,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,13/05/2015,16/05/2016,738.00,369,1.01,0.38147139,0,0,0,0,0,1,2,0,51,0,0,0,0,0,0.0095,0.019,0,0.4837,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.0626,-0.0683
12075,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,13/05/2015,13/05/2015,738.00,0,0,0.38147139,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0.019,0,0,0.1138,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0913,-0.0683
12076,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,4,4,4,13/05/2015,22/12/2015,738.00,223,0.61,0.38147139,0,0,0,0,0,1,2,0,42,0,0,0,0,0,0.0095,0.019,0,0.3984,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.0271,-0.0683
12078,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,2,2,2,13/05/2015,19/04/2016,738.00,342,0.94,0.38147139,0,0,0,0,0,1,2,0,44,0,0,0,0,0,0.0095,0.019,0,0.4173,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.035,-0.0683
12128,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,17/05/2015,30/03/2016,734.00,318,0.87,0.38147139,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0.0191,0,0.3815,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,0.0666,-0.0252,0.0192,-0.0683
12129,5/16/2015,Zhang 2015 Shanghai Short Duration CSL Training Team 4,Shanghai,7,0,15.1099,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,17/05/2015,17/05/2015,734.00,0,0,0.38147139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
7171,5/19/2015,Ho 2014 Hong Kong Short Duration CSL Training Team 8,Hong Kong,11,0.05031,26.42317,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/08/2014,17/05/2015,1009.00,275,0.75,0.013875124,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0.0139,0,0,0.1249,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0677,-0.0683
11467,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,29/04/2015,766.00,14,0.04,0.045691906,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.0091,0,0,0.0366,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1229,-0.0683
11468,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,01/11/2015,766.00,200,0.55,0.045691906,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.0091,0,0,0.0366,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1229,-0.0683
11469,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,21/04/2015,766.00,6,0.02,0.045691906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11470,5/19/2015,Ho 2014 Hong Kong Short Duration CSL Training Team 8,Hong Kong,11,0.05031,26.42317,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,15/04/2015,766.00,0,0,0.013875124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11471,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,15/05/2015,766.00,30,0.08,0.045691906,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0.0091,0,0,0.0457,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.119,-0.0683
11472,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,16/05/2015,766.00,31,0.08,0.045691906,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0.0183,0,0,0.1645,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0677,-0.0683
11473,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,15/05/2015,766.00,30,0.08,0.045691906,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0.0091,0,0,0.0457,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.119,-0.0683
11474,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,09/05/2015,766.00,24,0.07,0.045691906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
11475,5/19/2015,Ho 2015 Hong Kong Short Duration H2O Team 18,Hong Kong,12,0.30015,26.16926,1,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,15/04/2015,20/10/2015,766.00,188,0.52,0.045691906,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.0091,0,0,0.0366,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1229,-0.0683
