Type,uid,created,Latest,Staff,HWP,Location,HWP,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,WQO,WQC,WQM,WQS
Sample,761,11/04/2013,07/07/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,761,11/04/2013,07/07/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,761,11/04/2013,07/07/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,761,11/04/2013,07/07/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,761,11/04/2013,07/07/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,4723,21/03/2014,13/12/2016,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,1,1,0
Sample,4723,21/03/2014,13/12/2016,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,1,1,0
Sample,524,27/03/2013,14/11/2016,0,1,Chicago,1,18.5,1,1,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,3,1,0
Sample,4127,12/02/2014,30/01/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,4079,07/02/2014,16/03/2016,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,3,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4257,17/02/2014,28/11/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,2229,05/09/2013,04/11/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,5162,23/04/2014,15/10/2014,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,3978,31/01/2014,15/05/2015,0,1,Rio de Janeiro,1,18,0,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,2,0
Sample,5164,23/04/2014,19/08/2014,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,2617,25/09/2013,09/12/2016,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,3,1,0
Sample,4059,06/02/2014,14/10/2016,0,1,Rio de Janeiro,1,18,0,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,2949,15/10/2013,08/07/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5848,23/05/2014,15/10/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,5963,29/05/2014,27/03/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5963,29/05/2014,27/03/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5925,29/05/2014,05/08/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,375,08/03/2013,03/03/2016,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Sample,5812,22/05/2014,04/08/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,959,29/04/2013,13/08/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,1,1,0
Sample,959,29/04/2013,13/08/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,1,1,0
Sample,959,29/04/2013,13/08/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,1,1,0
Sample,5462,08/05/2014,11/04/2016,0,0,Shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,703,07/04/2013,30/06/2016,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,2,1,0
Sample,703,07/04/2013,30/06/2016,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,2,1,0
Sample,703,07/04/2013,30/06/2016,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,2,1,0
Sample,864,18/04/2013,04/08/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,2447,12/09/2013,22/07/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,864,18/04/2013,04/08/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,2447,12/09/2013,22/07/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,2230,05/09/2013,16/08/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,4296,18/02/2014,31/08/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,2,0
Sample,4292,18/02/2014,29/08/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,5812,22/05/2014,04/08/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,762,11/04/2013,14/10/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,1,0
Sample,2248,05/09/2013,01/06/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5281,28/04/2014,19/08/2014,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,853,18/04/2013,23/03/2016,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Sample,769,11/04/2013,02/09/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,769,11/04/2013,02/09/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,2253,05/09/2013,14/08/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,1730,23/07/2013,29/08/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,1627,09/07/2013,10/05/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,1627,09/07/2013,10/05/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,4256,17/02/2014,24/04/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,873,18/04/2013,03/09/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,873,18/04/2013,03/09/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,1724,23/07/2013,23/04/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,4257,17/02/2014,28/11/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA
Sample,563,01/04/2013,21/10/2016,1,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,1,0
Sample,4115,10/02/2014,03/06/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,4246,17/02/2014,12/06/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,869,18/04/2013,17/08/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,1,0
Sample,869,18/04/2013,17/08/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,1,0
Sample,2115,30/08/2013,29/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,843,16/04/2013,05/11/2014,0,1,Montreal,1,12.4,1,0,0,20,14,16,14,0,1,1,2.5,1,0,0,NA,2,1,0
Sample,4252,17/02/2014,09/06/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,4155,14/02/2014,30/05/2015,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,4,1,0
Sample,5134,18/04/2014,10/06/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,2,2,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5466,08/05/2014,08/10/2014,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,251,01/03/2013,23/11/2016,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,251,01/03/2013,23/11/2016,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,779,11/04/2013,20/05/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,5134,18/04/2014,10/06/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,2,2,0
Sample,4079,07/02/2014,16/03/2016,0,1,New York,1,17.375,1,0,0,4,3,4,3,0,1,1,2.5,1,0,0,NA,3,1,0
Sample,4238,17/02/2014,04/07/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,2,0
Sample,2638,26/09/2013,18/05/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,868,18/04/2013,31/07/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,1,0
Sample,1,21/02/2013,10/05/2017,0,0,Willow Brook,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5776,21/05/2014,05/06/2014,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5656,15/05/2014,16/07/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,2705,02/10/2013,29/09/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,2705,02/10/2013,29/09/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,2553,19/09/2013,11/06/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,2553,19/09/2013,11/06/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,774,11/04/2013,16/10/2016,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,3298,30/10/2013,07/05/2015,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA
Sample,5959,29/05/2014,03/08/2015,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,5959,29/05/2014,03/08/2015,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5466,08/05/2014,08/10/2014,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,3199,24/10/2013,06/10/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,1954,19/08/2013,17/08/2015,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,2500,17/09/2013,18/07/2014,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,2,1,0
Sample,6164,04/06/2014,14/02/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Sample,1323,03/06/2013,10/06/2015,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA
Sample,1323,03/06/2013,10/06/2015,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA
Sample,1323,03/06/2013,10/06/2015,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,NA,NA,NA
Sample,5767,21/05/2014,24/07/2014,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,5475,08/05/2014,10/04/2017,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5475,08/05/2014,10/04/2017,0,0,shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,1670,11/07/2013,03/05/2017,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Sample,4255,17/02/2014,15/09/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,4255,17/02/2014,15/09/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,2446,12/09/2013,09/08/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,5228,24/04/2014,25/03/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,1429,19/06/2013,10/06/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,3,1,0
Sample,1429,19/06/2013,10/06/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,3,1,0
Sample,1429,19/06/2013,10/06/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,3,1,0
Sample,2229,05/09/2013,04/11/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Sample,5228,24/04/2014,25/03/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,5646,15/05/2014,03/11/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,5657,15/05/2014,08/08/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,2299,09/09/2013,08/02/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Sample,5171,23/04/2014,04/11/2015,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,2,1,0
Sample,5169,23/04/2014,08/06/2014,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,2187,05/09/2013,13/10/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,2187,05/09/2013,13/10/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,2187,05/09/2013,13/10/2014,0,1,Hong Kong,1,13.12195122,1,1,1,9,9,9,11,0,1,1,6.695121951,1,0,1,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,5944,29/05/2014,24/07/2014,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sample,5228,24/04/2014,25/03/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,2,0
Sample,1994,20/08/2013,27/04/2017,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,931,25/04/2013,17/10/2016,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,1,1,0
Sample,5970,29/05/2014,13/11/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Sample,773,11/04/2013,08/09/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,773,11/04/2013,08/09/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,773,11/04/2013,08/09/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,773,11/04/2013,08/09/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,773,11/04/2013,08/09/2014,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,1,0
Sample,5661,15/05/2014,18/02/2015,0,1,Sao Paulo,1,19.5,1,0,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,4,2,0
Sample,2115,30/08/2013,29/03/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,2510,17/09/2013,30/12/2014,0,1,Vancouver,1,19.5,1,0,0,4,4,4,4,0,1,1,2.5,1,0,0,NA,4,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Sample,3692,18/12/2013,30/08/2016,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
