Number,uid,name,Staff,HWP,Location,HWP.1,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,TimeSamp,WQO,WQC,WQM,WQS,created,access,login,Latest,ActivePeriod,Years,Blog,Comment,Footprint,Forum,Invite,InviteAccepted,Pres,Quiz,Sample,Share,PCA1_Difficulty,Uploaded,Sample_bi,Super_user
4794,15783,anushripatel9,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/12/2015,10/12/2015,10/12/2015,10/12/2015,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4795,15787,rajesh369t,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/12/2015,10/12/2015,10/12/2015,10/12/2015,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.4971,0,0,0
4796,15793,mittumarineni,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/12/2015,10/12/2015,10/12/2015,10/12/2015,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4797,15909,Meenu Rochaldas Lulla,0,0,HSBC,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/12/2015,29/12/2015,29/12/2015,29/12/2015,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4798,15934,alexandra.eid,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/01/2016,07/01/2016,07/01/2016,07/01/2016,2,0.01,0,0,0,0,0,0,0,2,0,0,-0.7625,0,0,0
4799,16056,394635338,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,12/01/2016,14/01/2016,13/01/2016,14/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4800,16084,438094507,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,12/01/2016,14/01/2016,14/01/2016,14/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4801,16089,275624574,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,12/01/2016,14/01/2016,14/01/2016,14/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4802,16108,438477861,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,12/01/2016,14/01/2016,14/01/2016,14/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4803,16123,salil.j.agavekar,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/01/2016,15/01/2016,14/01/2016,15/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4804,16253,kwei.li.chan,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,18/01/2016,20/01/2016,20/01/2016,20/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4805,16255,eling900809,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,NA,NA,NA,18/01/2016,20/01/2016,20/01/2016,20/01/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,1.2491,0,0,0
4806,16408,aminaazil,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29/01/2016,31/01/2016,31/01/2016,31/01/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4807,16439,Fady.khater,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/02/2016,05/02/2016,05/02/2016,05/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4808,16501,hishamfaroukbahnacy,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/02/2016,10/02/2016,10/02/2016,10/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4809,16558,saket.kothari93,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,15/02/2016,17/02/2016,17/02/2016,17/02/2016,2,0.01,0,0,0,0,0,0,0,1,1,0,0.11,01-Oct,1,0
4810,16563,suryakumarikammila,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4811,16569,shiveta.tak,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4812,16586,charu.ag21,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4813,16589,rashmi.v.d'souza,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4814,16593,mohan.nishantam,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4815,16597,debarghyac051986,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4816,16598,rajeshgupta.iit,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4817,16610,raykoel,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/02/2016,18/02/2016,18/02/2016,18/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4818,16687,Anissemohamed.chergui,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/02/2016,25/02/2016,25/02/2016,25/02/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4819,16703,kumaresanmalayandi,0,1,Kuala Lumpur,1,26.7,1,1,1,11,7,10,7,0,1,0,7.325,1,1,0,NA,NA,3,1,0,24/02/2016,26/02/2016,26/02/2016,26/02/2016,2,0.01,0,0,0,0,0,0,0,1,4,0,1.2491,01-Oct,1,0
4820,16709,jose.r.rojas,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,24/02/2016,26/02/2016,26/02/2016,26/02/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.0279,0,0,0
4821,16849,Radwa_Nabil,0,0,HSBC,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01/03/2016,03/03/2016,03/03/2016,03/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4822,16895,junior.c.colvero,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA,NA,02/03/2016,04/03/2016,04/03/2016,04/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.971,0,0,0
4823,16916,vijayrastogi88,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/03/2016,05/03/2016,05/03/2016,05/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
4824,17105,jitendrapanjwani,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/03/2016,16/03/2016,16/03/2016,16/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4825,17112,shirnalkar.tanmay,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/03/2016,16/03/2016,16/03/2016,16/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4826,17123,paliwal.garima,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/03/2016,16/03/2016,16/03/2016,16/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4827,17129,nishantkoul2010,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/03/2016,16/03/2016,16/03/2016,16/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4828,17136,monika92lodha,0,0,Bengaluru,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14/03/2016,16/03/2016,16/03/2016,16/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4829,17309,282624378,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,21/03/2016,23/03/2016,23/03/2016,23/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4830,17312,455802207,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,21/03/2016,23/03/2016,23/03/2016,23/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4831,17315,wen50413,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,21/03/2016,23/03/2016,23/03/2016,23/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4832,17346,miki1226,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,22/03/2016,24/03/2016,24/03/2016,24/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4833,17352,a362436,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,22/03/2016,24/03/2016,24/03/2016,24/03/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4834,17359,Davidprowse,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/03/2016,24/03/2016,24/03/2016,24/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4835,17361,Davidprowse158,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/03/2016,24/03/2016,24/03/2016,24/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4836,17411,scoobied1964,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/03/2016,25/03/2016,25/03/2016,25/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4837,17412,jafiti,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23/03/2016,25/03/2016,25/03/2016,25/03/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4838,17591,nayani_sudhakar,0,1,Hyderabad,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/04/2016,06/04/2016,06/04/2016,06/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4839,17597,pooja.agarwal01,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/04/2016,06/04/2016,05/04/2016,06/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4840,17604,arunabrata_ray,0,1,Delhi,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/04/2016,06/04/2016,04/04/2016,06/04/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
4841,17629,amparo.ruiz,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA,NA,05/04/2016,07/04/2016,07/04/2016,07/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,1.8668,0,0,0
4842,17632,claudia.pacifico,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA,NA,05/04/2016,07/04/2016,07/04/2016,07/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,1.8668,0,0,0
4843,17707,IVANOV_SNMN,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,07/04/2016,09/04/2016,09/04/2016,09/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.0279,0,0,0
4844,17799,Cole.white,0,0,Shell,0,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13/04/2016,15/04/2016,15/04/2016,15/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.4971,0,0,0
4845,17841,1099231523,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,18/04/2016,20/04/2016,20/04/2016,20/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4846,17851,TERRY_HE,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,18/04/2016,20/04/2016,20/04/2016,20/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4847,17857,307739107,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,18/04/2016,20/04/2016,20/04/2016,20/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4848,17861,739439662,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,18/04/2016,20/04/2016,20/04/2016,20/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4849,17902,15920156329,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,19/04/2016,21/04/2016,21/04/2016,21/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4850,17915,ps1982621,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,19/04/2016,21/04/2016,21/04/2016,21/04/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4851,17920,351697208,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,19/04/2016,21/04/2016,21/04/2016,21/04/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,2.275,0,0,0
4852,18103,shrihari.alawani,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2016,05/05/2016,05/05/2016,05/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4853,18107,dighulesanhita,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2016,05/05/2016,05/05/2016,05/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4854,18112,namrata.bahirat,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2016,05/05/2016,05/05/2016,05/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4855,18144,Harjinder.k bening,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03/05/2016,05/05/2016,31/12/1969,05/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4856,18193,pedro.galvezs,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA,NA,05/05/2016,07/05/2016,07/05/2016,07/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.0279,0,0,0
4857,18217,Sweta Porwal,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2016,10/05/2016,10/05/2016,10/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4858,18283,Ward1306,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/05/2016,14/05/2016,14/05/2016,14/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4859,18424,penny.x.yang,0,1,Toronto,1,22.8,0,0,0,7,6,7,6,0,1,1,2.5,1,0,0,NA,NA,NA,NA,NA,16/05/2016,18/05/2016,18/05/2016,18/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.683,0,0,0
4860,18470,helen-422,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4861,18471,447051119,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4862,18476,zzlixinxi,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4863,18477,417998350,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4864,18487,sallypxt,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4865,18488,954207782,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,2.275,0,0,0
4866,18522,rachael.eathorne,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4867,18535,waris.i.butt,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4868,18538,william.p.clifton,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4869,18545,sanjay.kukar,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4870,18547,zoe.hughes,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4871,18550,stephen.lenk,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4872,18552,claire.mendez,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4873,18555,natalie.j.shaw,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4874,18561,Katrina.Green,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4875,18575,hornung.lesley,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4876,18601,benjamin.van.den.dungen,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4877,18602,danielle.x.simpson,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4878,18606,Huzayfah.Muhammed,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4879,18653,paola.vega,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,-0.7625,0,0,0
4880,18663,catherine.e.moodie,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/05/2016,19/05/2016,19/05/2016,19/05/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4881,18937,kul.atrs,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2016,09/06/2016,09/06/2016,09/06/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
4882,18940,sujan.akash,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2016,09/06/2016,09/06/2016,09/06/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4883,18943,pankajkapse1990,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2016,09/06/2016,09/06/2016,09/06/2016,2,0.01,0,0,0,0,0,0,0,1,0,0,0.11,0,0,0
4884,18944,Amol_athare,0,1,Pune,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2016,09/06/2016,09/06/2016,09/06/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0
4885,19020,CrystalSprings,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/06/2016,13/06/2016,13/06/2016,13/06/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
4886,19058,Kavik by the Sea,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15/06/2016,17/06/2016,17/06/2016,17/06/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4887,19132,derhams,0,0,Blitz,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/06/2016,20/06/2016,18/06/2016,20/06/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-1.0279,0,0,0
4888,19214,MrBaty,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,27/06/2016,29/06/2016,27/06/2016,29/06/2016,2,0.01,0,0,1,0,0,0,0,2,4,0,-0.7625,01-Oct,1,0
4889,19316,deanna.rando,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22/07/2016,24/07/2016,22/07/2016,24/07/2016,2,0.01,0,0,0,0,0,0,0,0,0,0,-0.7625,0,0,0
